event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-31 12:42:08 UTC,purchase,4802036,2053013554658804075,electronics.audio.headphone,apple,180.13,555012767,a01b76e3-7c46-4834-91e6-f4db4d6f431a
2019-10-31 12:42:12 UTC,purchase,3801135,2053013566176363511,appliances.iron,elenberg,15.19,530483204,f0b541e3-3d61-4bd6-86ac-2d3e1ff2e802
2019-10-31 12:42:13 UTC,purchase,2600279,2053013563970159485,,greta,162.94,512718359,3c149eda-0b0f-43c6-8b7c-de74d26d11df
2019-10-31 12:42:13 UTC,purchase,3601278,2053013563810775923,appliances.kitchen.washer,bosch,385.85,565379908,c92cba6a-ee38-4c4d-9d2b-3542115b30a1
2019-10-31 12:42:17 UTC,cart,1004838,2053013555631882655,electronics.smartphone,oppo,178.90,563591163,5275dac2-1c89-473c-ac29-6b959ac53ebd
2019-10-31 12:42:22 UTC,purchase,30000237,2127425436764865054,construction.tools.welding,hyundai,78.25,517095190,e296c712-751a-4ae1-a6d4-731dd50e0f7b
2019-10-31 12:42:25 UTC,purchase,4804409,2053013554658804075,electronics.audio.headphone,elari,62.91,518625624,c95d0126-6ef0-4e81-9102-85a53006b692
2019-10-31 12:42:26 UTC,purchase,1004833,2053013555631882655,electronics.smartphone,samsung,172.23,566106150,00bcbf3d-aae6-4d34-8d1c-9b6d1599de0b
2019-10-31 12:42:30 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,229.90,523387948,5d6bb722-7d20-4a2d-a72b-2bf1a4e268b2
2019-10-31 12:42:33 UTC,purchase,14400024,2053013558492398155,,xiaomi,21.85,515152039,aa34e025-3f8e-4cdf-a3b4-a1b40b0c8642
2019-10-31 12:42:34 UTC,purchase,16800035,2053013558316237377,furniture.kitchen.table,bts,77.74,565824267,aff139df-48ba-4cfd-a1b1-f44aca80a236
2019-10-31 12:42:37 UTC,purchase,1004750,2053013555631882655,electronics.smartphone,samsung,195.06,516308023,0b1c847b-fe92-4c72-b79c-1b38ef55999d
2019-10-31 12:42:41 UTC,cart,1005160,2053013555631882655,electronics.smartphone,xiaomi,212.09,559806091,cf69b388-6571-4fc7-8957-faef620a1d76
2019-10-31 12:42:44 UTC,purchase,1005115,2053013555631882655,electronics.smartphone,apple,952.37,566119106,c37c8bcb-9cf7-46f7-b3e5-20675b742fae
2019-10-31 12:42:44 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,242.70,521089088,967a3c0e-8bd1-4350-9d6a-a666e7d0e07c
2019-10-31 12:42:46 UTC,purchase,28713522,2053013565127787455,apparel.shoes,greyder,74.65,542674977,682474cd-0617-42a1-8e1e-42fbefba6307
2019-10-31 12:42:46 UTC,cart,1801766,2053013554415534427,electronics.video.tv,artel,146.85,547801269,70b92670-f7e8-48b6-8359-d6f747b71584
2019-10-31 12:42:49 UTC,purchase,1005100,2053013555631882655,electronics.smartphone,samsung,139.68,564415976,3fdf6ab8-806c-4c3c-aafa-04c98f3d2166
2019-10-31 12:42:53 UTC,cart,1004767,2053013555631882655,electronics.smartphone,samsung,242.70,565806834,edab8bcd-d238-400b-8dee-556befe48f63
2019-10-31 12:42:54 UTC,purchase,1005160,2053013555631882655,electronics.smartphone,xiaomi,212.09,559806091,cf69b388-6571-4fc7-8957-faef620a1d76
2019-10-31 12:42:54 UTC,purchase,13103001,2053013553526341921,,trebl,55.60,531515575,2860f181-846a-4fa1-9b24-2ce86a4d7c01
2019-10-31 12:42:56 UTC,purchase,1005266,2053013555631882655,electronics.smartphone,xiaomi,142.84,550433211,6f7ec941-2ee1-44d8-803c-e7dacd79bb57
2019-10-31 12:42:57 UTC,purchase,3601344,2053013563810775923,appliances.kitchen.washer,samsung,424.70,541340268,7d5d5d31-7f16-42ee-9bbd-3b87e67c56a4
2019-10-31 12:42:57 UTC,cart,1005071,2053013555631882655,electronics.smartphone,samsung,1007.80,520737735,c486edbe-514f-4a6d-9e35-ffa4115edaf3
2019-10-31 12:43:03 UTC,cart,1005098,2053013555631882655,electronics.smartphone,samsung,139.66,530214684,60be20a5-7fed-47ac-9455-3dafaad6bd26
2019-10-31 12:43:08 UTC,purchase,12720326,2053013553559896355,,goodride,36.98,544501092,35d12224-76c1-4d64-a6f8-220b0bbe4cb5
2019-10-31 12:43:08 UTC,cart,1004856,2053013555631882655,electronics.smartphone,samsung,130.99,514019310,fb8d618f-7164-4d27-8b81-04a5b1b01817
2019-10-31 12:43:13 UTC,purchase,1004788,2053013555631882655,electronics.smartphone,xiaomi,138.48,527652379,1d41b5b2-e166-4168-b029-bebe0015c734
2019-10-31 12:43:16 UTC,purchase,5300948,2053013563173241677,,babyliss,72.05,548710109,4628e485-a051-4592-bd69-5dcb5f6b093b
2019-10-31 12:43:18 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,521340320,3f9f608d-d873-47de-8a45-439eca4fedf8
2019-10-31 12:43:22 UTC,cart,1005098,2053013555631882655,electronics.smartphone,samsung,139.66,530214684,60be20a5-7fed-47ac-9455-3dafaad6bd26
2019-10-31 12:43:26 UTC,purchase,1003310,2053013555631882655,electronics.smartphone,apple,720.47,566118461,b110d713-99ee-4e9c-a134-e70a47dc1cfb
2019-10-31 12:43:31 UTC,purchase,26012317,2053013562837697343,,,7.98,525856602,9942846d-9c34-44e0-bc0b-940574bb2b87
2019-10-31 12:43:31 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,242.70,542998571,32636818-658e-4584-9a8a-1620db7cb5fc
2019-10-31 12:43:34 UTC,purchase,1004957,2053013555631882655,electronics.smartphone,xiaomi,360.11,521571521,a56a6c8c-d6f1-4799-a456-44249f0c8c87
2019-10-31 12:43:35 UTC,purchase,3900815,2053013552326770905,appliances.environment.water_heater,ariston,134.88,525036183,bd588ca9-6f2b-4d31-9efb-68786ebff9ae
2019-10-31 12:43:35 UTC,cart,1005098,2053013555631882655,electronics.smartphone,samsung,139.66,530214684,60be20a5-7fed-47ac-9455-3dafaad6bd26
2019-10-31 12:43:35 UTC,cart,1005105,2053013555631882655,electronics.smartphone,apple,1349.17,537859119,c35a047b-b835-4b53-96b0-2a3cbf3dc462
2019-10-31 12:43:36 UTC,purchase,1004566,2053013555631882655,electronics.smartphone,huawei,164.85,566111976,29d67f6c-6073-4733-bb1e-7bc59dee6c58
2019-10-31 12:43:39 UTC,purchase,1004870,2053013555631882655,electronics.smartphone,samsung,275.34,550206659,da5bd816-f220-4402-8e54-9434d1fb9a86
2019-10-31 12:43:47 UTC,purchase,9100966,2053013552888807671,computers.peripherals.mouse,canyon,5.12,513286053,76a26a4b-1961-4858-b8f2-c8347e826df8
2019-10-31 12:43:48 UTC,purchase,8800533,2053013555573162395,electronics.telephone,nokia,33.05,542880616,9b29306d-cd36-4664-ae5c-68edbbdcaf87
2019-10-31 12:43:48 UTC,purchase,2900536,2053013554776244595,appliances.kitchen.microwave,elenberg,50.91,512466961,569f3f21-dd13-4ec1-b350-85e04b469dde
2019-10-31 12:43:50 UTC,purchase,15100034,2053013557024391671,,,282.89,515005307,c9dd44c6-254f-4d60-92a8-d2fa0b27e550
2019-10-31 12:43:51 UTC,purchase,1005221,2053013555631882655,electronics.smartphone,xiaomi,282.88,551671840,37646592-9c2f-46d1-bf28-323ba031c889
2019-10-31 12:43:51 UTC,purchase,15100103,2053013557024391671,,,347.24,558855312,2e7c7719-1d4e-42be-9885-ae4cfa1098aa
2019-10-31 12:43:57 UTC,purchase,1801766,2053013554415534427,electronics.video.tv,artel,146.85,547801269,70b92670-f7e8-48b6-8359-d6f747b71584
2019-10-31 12:43:58 UTC,cart,1002544,2053013555631882655,electronics.smartphone,apple,458.28,566119179,e9db1ce2-32cd-42cd-a19c-02d9859ba28b
2019-10-31 12:43:59 UTC,purchase,1002796,2053013555631882655,electronics.smartphone,apple,391.26,563410147,3b18e24c-4689-4ec9-bf47-5e7f7653648a
2019-10-31 12:44:02 UTC,cart,1005073,2053013555631882655,electronics.smartphone,samsung,1133.48,522961455,9e1c8a4a-bddf-4af5-a8d5-9b58227054d0
2019-10-31 12:44:04 UTC,cart,2100099,2053013552603594983,electronics.video.tv,lg,324.06,541344823,9a90a430-3fa2-40c2-8091-3883b62ad262
2019-10-31 12:44:04 UTC,purchase,12701712,2053013553559896355,,continental,148.01,523564240,34993e27-2b6f-4681-a5f0-b5c9e64e597f
2019-10-31 12:44:04 UTC,purchase,1003304,2053013555631882655,electronics.smartphone,apple,591.25,528059278,5cdb81a4-9cdd-477d-9b06-d50ff9f01e9d
2019-10-31 12:44:06 UTC,cart,3300349,2053013555355058573,,redmond,72.05,534620694,d7e21709-3f03-f60d-febb-efe5ee2ac657
2019-10-31 12:44:06 UTC,cart,1004564,2053013555631882655,electronics.smartphone,meizu,128.45,557392235,62c1b8e0-8f82-4c53-81dc-0186ca8f82c9
2019-10-31 12:44:09 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,952.37,512408968,89e8ec2b-6360-48a7-92c9-12939905abcd
2019-10-31 12:44:09 UTC,cart,1004566,2053013555631882655,electronics.smartphone,huawei,164.85,566111976,29d67f6c-6073-4733-bb1e-7bc59dee6c58
2019-10-31 12:44:09 UTC,purchase,12718062,2053013553559896355,,,32.43,514568662,5e3a544f-0c66-4554-bd3a-07ebfcd5557f
2019-10-31 12:44:10 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.99,514019310,fb8d618f-7164-4d27-8b81-04a5b1b01817
2019-10-31 12:44:10 UTC,purchase,5300948,2053013563173241677,,babyliss,72.05,548710109,4628e485-a051-4592-bd69-5dcb5f6b093b
2019-10-31 12:44:11 UTC,purchase,14300093,2053013557603205653,electronics.audio.music_tools.piano,yamaha,375.53,521273984,ef2eac3d-f4a2-4a04-b5ef-1d81f14fccae
2019-10-31 12:44:14 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,458.28,566119179,e9db1ce2-32cd-42cd-a19c-02d9859ba28b
2019-10-31 12:44:14 UTC,cart,1004565,2053013555631882655,electronics.smartphone,huawei,164.96,520977217,8d4b5455-4068-4d76-b722-92ee14027d7f
2019-10-31 12:44:21 UTC,cart,3300349,2053013555355058573,,redmond,72.05,534620694,d7e21709-3f03-f60d-febb-efe5ee2ac657
2019-10-31 12:44:22 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,566119106,c37c8bcb-9cf7-46f7-b3e5-20675b742fae
2019-10-31 12:44:23 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,229.90,564928638,04a64f56-92b9-494a-89fc-038e72b68b8f
2019-10-31 12:44:24 UTC,purchase,3601376,2053013563810775923,appliances.kitchen.washer,candy,254.78,563054735,18065627-b71c-4edf-9e62-58237bb485b1
2019-10-31 12:44:25 UTC,purchase,2702590,2053013563911439225,appliances.kitchen.refrigerators,dauscher,195.60,566114997,f6a0428c-37ee-4b96-b3a2-d768853fd3a5
2019-10-31 12:44:26 UTC,purchase,1004836,2053013555631882655,electronics.smartphone,samsung,229.90,516622465,e4d6f291-fe99-4a37-9c9c-80c1a15de3ab
2019-10-31 12:44:28 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,952.37,512408968,89e8ec2b-6360-48a7-92c9-12939905abcd
2019-10-31 12:44:42 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,566119385,d8ca5536-a1b9-4466-ae11-46840d1eb333
2019-10-31 12:44:43 UTC,cart,1002524,2053013555631882655,electronics.smartphone,apple,531.26,565284409,ef3e2d9b-cf15-4dfc-abf6-d0a6be584ea4
2019-10-31 12:44:43 UTC,purchase,12711053,2053013553559896355,,tunga,32.69,524492753,cd68fa97-e0ca-43af-acd8-5d0c82c832b2
2019-10-31 12:44:44 UTC,cart,11300005,2053013555531219353,electronics.telephone,panasonic,25.95,520562170,58811749-dbdb-4230-a741-c61c6e8da0d2
2019-10-31 12:44:44 UTC,cart,11300005,2053013555531219353,electronics.telephone,panasonic,25.95,520562170,58811749-dbdb-4230-a741-c61c6e8da0d2
2019-10-31 12:44:44 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,566119385,d8ca5536-a1b9-4466-ae11-46840d1eb333
2019-10-31 12:44:45 UTC,cart,1005073,2053013555631882655,electronics.smartphone,samsung,1133.48,522961455,9e1c8a4a-bddf-4af5-a8d5-9b58227054d0
2019-10-31 12:44:46 UTC,cart,1004258,2053013555631882655,electronics.smartphone,apple,746.22,540853642,98acec6b-7095-4dfd-85a5-943729ffb635
2019-10-31 12:44:48 UTC,cart,1002629,2053013555631882655,electronics.smartphone,apple,358.31,551746702,af9984f0-9c8c-49bc-8a9f-94bbabd33ead
2019-10-31 12:44:50 UTC,purchase,1004565,2053013555631882655,electronics.smartphone,huawei,164.96,520977217,8d4b5455-4068-4d76-b722-92ee14027d7f
2019-10-31 12:44:51 UTC,cart,5100857,2053013553341792533,electronics.clocks,apple,554.96,518970510,cc2ac595-da32-4982-8cfa-399eb6051026
2019-10-31 12:44:53 UTC,cart,5100816,2053013553375346967,,xiaomi,29.59,514151769,481cc27f-94a0-4a80-b8a5-57ad3d1648cc
2019-10-31 12:44:53 UTC,purchase,12704749,2053013553559896355,,nokian,75.55,531443131,1dc4c258-df03-435f-96d7-9a0661218618
2019-10-31 12:44:55 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,952.37,518267348,2c4a573c-bd92-466c-b2ba-60cd88f49d15
2019-10-31 12:44:57 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,566119106,c37c8bcb-9cf7-46f7-b3e5-20675b742fae
2019-10-31 12:44:57 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.99,566112150,973febbb-cebe-472d-a276-eb1d57a65b9f
2019-10-31 12:44:59 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,566119385,d8ca5536-a1b9-4466-ae11-46840d1eb333
2019-10-31 12:45:01 UTC,purchase,12706780,2053013553559896355,,nokian,41.44,516705551,2ebb1aac-5c0b-493c-9459-a3668495b0d9
2019-10-31 12:45:05 UTC,purchase,28719522,2053013565782098913,apparel.shoes,respect,61.52,557666090,a1d701c3-2d46-45d6-b6f5-1ebbfa1fc39e
2019-10-31 12:45:07 UTC,cart,1002544,2053013555631882655,electronics.smartphone,apple,458.28,566119179,e9db1ce2-32cd-42cd-a19c-02d9859ba28b
2019-10-31 12:45:07 UTC,purchase,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,513478294,bd08c392-fd98-4c81-838d-16b71de19d72
2019-10-31 12:45:08 UTC,cart,1002544,2053013555631882655,electronics.smartphone,apple,458.28,535311643,03a025dd-5cdf-4612-a67f-79756bf37271
2019-10-31 12:45:11 UTC,cart,19200036,2053013556202308035,construction.tools.saw,bosch,110.68,546856865,5fa4a68b-1a75-49d3-8dd4-afbb025f53eb
2019-10-31 12:45:12 UTC,purchase,2800088,2053013563835941749,appliances.kitchen.refrigerators,atlant,275.16,528426206,38d8c5b8-8a6d-42b9-aecb-47bb738c2515
